Result,PosX,PosY,PosZ,AngX,AngY,AngZ,AngW
success,-0.03981017941259627,-0.055586845303501886,0.4324263900186088,-0.2933522609172365,0.5709178856105127,0.35045075659369895,0.6820421439380937
success,-0.20054018166304316,-0.02671628826043632,0.356739556710987,-0.03136799495259276,0.47299473128510494,0.058265326545105064,0.8785767950451331
success,-0.11677810532645161,-0.006455830001235143,0.43620178028731793,-0.016452322070900496,0.5956593730036068,0.022172583133088408,0.8027624860496607
success,-0.1993695863390738,-0.31685652800941333,0.1663200832856285,-0.07254618889407907,0.13135907483758497,0.4779720920867486,0.8654620286996854
success,0.3302449059777668,0.11595807238349881,0.2523675556160463,0.25543283934808453,0.04354167670346774,-0.9521119421766228,0.1622992191511892
success,0.020644226154001917,0.01579244262848237,0.44043110269335833,0.49687634555187593,-0.5227479741329999,-0.5031042607959245,-0.47616652080952093
failure,0.2406645087631921,-0.32118363106766623,0.1788410548510822,-0.138344880069202,0.06921091562950767,0.8835625000852606,0.4420269808048455
success,0.013349775171680425,-0.05005248494103843,0.41665033286040043,-0.45521067410599214,0.47459749660679,0.5410944854459047,0.5241728877141282
success,0.16486109186380093,0.29090030590761096,0.23668655603274452,0.2176154808982141,0.12680424983982036,-0.8361636758189809,0.4872314562268017
success,-0.07679923961106806,-0.384539743993987,0.1907543174039939,-0.10872116580211096,0.1325817433210409,0.624703870064004,0.7618050040342605
success,-0.0019333512930663616,-0.0058346404371095294,0.4530823058205676,-0.49757478082691975,0.49515929983783036,0.5024135124427295,0.5047942826380979
success,-0.1343691655941585,-0.15064785548062848,0.40784672856487425,-0.2062048530249119,0.4602342719165451,0.3530746372771332,0.7880369750551321
success,0.07631978643303554,-0.0037871561911537433,0.43833207115494405,-0.6349930929501905,0.015745192508415704,0.7721200137240328,0.019145370856245042
failure,-0.17811576304423898,-0.2525120357687327,0.3450368504152157,-0.17118739907634567,0.33024127149230215,0.42719030385371687,0.8241019483619686
failure,0.06518578418267404,0.05644866661714436,0.46202655629817274,0.5908158228526462,0.2202592880274132,-0.7272635460414747,0.27112772654929174
success,-0.11367379098140519,0.008240212330680079,0.4249361844507767,0.021540328761054956,0.5950777002151839,-0.02906130005345246,0.8028536515347467
success,0.0027014214989545112,0.18260781840252424,0.40827173606501505,0.37213146873432573,0.3666670340979711,-0.6073830303809867,0.5984641263172257
success,-0.14861852350500446,0.20393885862432667,0.3196628344629642,0.18041005460315693,0.3547045382630603,-0.4159069035080378,0.8177153235374955
failure,0.2583143317872208,-0.04585470007534183,0.38187631699584895,-0.4341254300477871,0.03823305407821751,0.8965704838242313,0.07896019311564449
failure,-0.08125912651869101,0.2682450629007223,0.37481668072124835,0.24808586568462965,0.3343712868878727,-0.5417510862903658,0.7301746409289114
failure,-0.15622715464618042,0.1114223364230433,0.422949400941801,0.1587623466078964,0.4960220264295331,-0.2602311274447336,0.8130414669038329
success,-0.30795303201598334,0.09678785623837678,0.2629335933457318,0.043597474637176295,0.28412087024458693,-0.14527064906499185,0.9467159182230727
success,0.01293312812402775,0.026449068902807318,0.41954873978965374,0.5090223477129368,-0.525877382562453,-0.4908118270058396,-0.47270813247633425
success,0.3608354788416527,-0.02527189127905952,0.2550113773728754,-0.25481090601930134,0.008912200115248854,0.9663589366241352,0.033799119358341005
success,-0.3381455488724867,0.05047092501408898,0.28629181133966175,0.02204056877983187,0.2969709995763599,-0.07065647371230364,0.9520137086518354
success,-0.06873469923196038,0.3710395079105383,0.159249878512279,0.08980755763744809,0.10797229152939716,-0.6331347703755519,0.7611944228609303
success,-0.13706226603792596,0.3006330891760356,0.27159953995656866,0.15746732298995605,0.24485177707894085,-0.5174817966659163,0.8046516262153932
success,-0.18628468142145216,0.009283174163904508,0.3865910381741017,0.012635842365999425,0.507439436443156,-0.021448080680557625,0.8613277736524432
success,0.09278512562147012,0.1123149815667274,0.38630757858076636,0.4965479731915307,0.23386612898315084,-0.7562323252275394,0.3561732925343624
success,0.24317328744745087,-0.12178125761652892,0.2881446263827682,-0.3424595168129638,0.08095943608208596,0.9109291220349043,0.21534898114971512
success,0.283767720008541,0.20858645048279648,0.23603752569734898,0.2286248283885537,0.0749870810861229,-0.9222803817034687,0.3025004513044433
success,-0.011044787842895833,-0.07285666408280272,0.40864115547228486,-0.4120131609446869,0.47918018326734296,0.5052755044636492,0.5876462981770991
success,-0.17552536585385262,-0.14545016599314534,0.3700503408431079,-0.15537968162652763,0.4310282856819931,0.3014338908112946,0.8361874077920843
success,0.08886990919912549,-0.32509099924391865,0.20043987686148168,-0.1656410133176177,0.12643757930558916,0.7774380764577437,0.5934362901947766
success,-0.22919395198002265,-0.17445156773974202,0.2768065339472183,-0.10462412941291907,0.31019759834506916,0.30198296624520754,0.8953421299275969
success,0.1384004579655084,0.02803885058040444,0.39793218849415424,0.5557520932732165,0.05572943035994854,-0.8253388042875759,0.08276291168964695
success,0.027307872102822706,-0.02575685106958277,0.4600080041392704,-0.4667048641763039,0.5009754094516747,0.5312123584350967,0.49902268397812033
success,-0.06995348927517356,-0.1159938084528846,0.4067507516861322,-0.27924776339317386,0.49450793217533,0.4047270139607383,0.7167137753845768
success,-0.3750535795023836,0.012875067666669565,0.15156485301180536,0.002260749882264713,0.13175108472518285,-0.017007122698648867,0.9911343493498854
success,-0.044832525688598336,0.0919383378341358,0.4107769549167966,0.3195642867935852,0.5113657782013016,-0.4227621495326919,0.6765026773141275
success,0.03420829531709171,0.20222432534922052,0.4016048206630177,0.3804242709676134,0.3214762068098277,-0.6623236939152692,0.5596943335360449
failure,0.0674230342968527,-0.32162968591248775,0.3055347899948045,-0.2518846599861353,0.20455720106948916,0.7342608700574764,0.5962981169320625
failure,-0.13776661403459833,0.08845173506487802,0.4425686270443794,0.15612282570855007,0.5321378735471224,-0.23426520654798955,0.7984827861829912
success,-0.024256461863982545,-0.004436331345567933,0.4525708445663942,-0.512142974218566,0.48189193514590356,0.48755468817206676,0.5174747944019461
success,0.12004379059961742,0.345937217354832,0.27338847660528454,0.22039073217398888,0.15680509512097074,-0.7844389382505057,0.5581179440515561
success,-0.12748143065826037,-0.22727037425651142,0.31602144262870274,-0.19580234670412533,0.33433246937124145,0.4658895137124079,0.7955062551370049
success,0.044237485497086275,-0.040423630045807485,0.43373955241131235,-0.6062222346709459,0.23526383046034335,0.7082377449358361,0.27485419574001985
success,-0.05094433540127361,-0.06850128045318826,0.4067385238237403,-0.2781160011353106,0.5534309938549803,0.3525221611585505,0.7014939421301496
success,0.04008788045303963,0.0760475894268316,0.4400204602252887,0.5363522263366098,0.32357644437868144,-0.6674471028950335,0.4026647970508952
failure,0.11423265855182273,0.21038009164613472,0.4025449559106171,0.40228921019812947,0.23933134220042493,-0.759441759757878,0.4518098200953208
success,0.32875645018127336,-0.10665693228635037,0.24702264744403396,-0.2530197223716761,0.040016396143746934,0.9547661102135725,0.15100126793597182
success,-0.007653900645850255,0.14856344348443673,0.40981021533678386,0.3827965034146964,0.4030256346595573,-0.5724869006816528,0.6027403448655638
success,-0.010005232776907996,-0.04472105270165661,0.46261491963514867,-0.47864645011807816,0.46588876271759294,0.5204782183620771,0.5319282477679395
success,0.09077619547920182,-0.30190737078762586,0.25175385434893743,-0.22534771784170132,0.16755714839985797,0.7701877219323264,0.5726725775417734
success,0.20337511203470657,-0.0676007603173541,0.3705797740149533,-0.4652371811740866,0.07529582232675971,0.8706488882502702,0.14090925371279137
failure,0.06999475195232288,-0.16658128048034532,0.424864663311127,-0.4429934776859369,0.29437233263231766,0.7052978311067103,0.46867545054600196
success,0.014722058537275031,-0.24129187560597834,0.392392464773562,-0.3350408252699732,0.31522185629111693,0.6466821195028813,0.6084283548899238
success,0.1452240828361966,0.25448755850620985,0.31084535282235415,0.307622953207736,0.17864080931312346,-0.8081977721225582,0.46933137658144797
success,-0.006490175192058308,-0.024467444305008013,0.42876003246428007,-0.4880193714953069,0.47918088052055946,0.5117001984026645,0.5199862341865802
success,-0.08647078125982856,-0.01499901157763791,0.40154074055896094,-0.052794336215762426,0.6132739680237127,0.06759475393208088,0.7851998137091276
failure,0.014301387261460376,-0.020038346950657288,0.4695142148474948,-0.4791430672099316,0.49658230050769914,0.5200210775965329,0.5033944962179075
failure,-0.2486907438144575,0.10738571441445978,0.3767625889511965,0.08608479124386009,0.41651335748181245,-0.18318269735185128,0.8863126599268618
failure,-0.07030613066777829,0.03537538669541291,0.4599745304317671,0.1471294124880542,0.6197478562234485,-0.17806100430439756,0.7500398718958008
failure,0.32931447009588327,0.023468375913369612,0.31861284308813803,0.3346816527691859,0.01191032948816917,-0.9416598938537027,0.033510888657308
failure,0.3168509122980471,0.16432473367589792,0.28742791335894763,0.28105973331516815,0.06854638951194895,-0.9299809472101447,0.22680885480907684
failure,0.15426922261419054,0.3552304791093338,0.22323492978978804,0.17455749163819909,0.11450087953346526,-0.8177399142046402,0.536395994966061
failure,0.33854831048759304,-0.1604574858427875,0.19990300579789527,-0.1845438189426526,0.041519301814528724,0.9580003805444318,0.21553421385854146
failure,-0.10181346411694146,0.26326825093534495,0.3637858999310736,0.2300801318928136,0.3356648303454615,-0.516444821824458,0.7534434289235271
failure,0.3063670140967237,0.03508514592907184,0.3481853144560457,0.37430561022623515,0.021362921876891972,-0.9255530804292361,0.05282453057055628
failure,-0.2151223061415245,0.2371564072486281,0.3171553285827933,0.13800717985630884,0.31151068405956106,-0.38081944646769655,0.8595880764743599
failure,-0.0020465217767809724,-0.20153496367253765,0.421833192836122,-0.3599143683990935,0.36358773757505736,0.6044704892517906,0.6106398546841124
failure,0.12121988637060709,0.16276485979459052,0.4145494456560215,0.4528696422912973,0.2273882026855817,-0.7704292290760858,0.386836522778811
failure,-0.27745919591859036,0.20046250352736655,0.3030835919175895,0.09632099892300683,0.29779014911007645,-0.2922924371251035,0.903663888544264
failure,-0.2044734897730634,0.3134124122234254,0.25666052128941,0.11887561728395882,0.2194933257286227,-0.4611564239246881,0.8514845977755204
failure,-0.10646065225313324,0.05358144551165879,0.4434559456977239,0.13766397991961687,0.5797370671394872,-0.18554188459082666,0.7813627650967772
failure,0.15788704576898557,0.13123535831868938,0.41577410587196223,0.47517227419703145,0.1716971226488624,-0.8116190564424055,0.29326765100853225
failure,-0.03498844568879934,0.0632041598155257,0.45165155876275426,0.3257271197238173,0.5526215104168958,-0.38954028176545785,0.6608855260807748
failure,-0.29311411364890827,0.21978674730378298,0.24802046393550564,0.07753746582080985,0.2326537484927915,-0.3065223491939005,0.9197305171358577
failure,0.07288837064368793,-0.15457529841734763,0.4335421966011009,-0.45986686638259594,0.2915830084281959,0.708359480034308,0.44914213946693893
failure,0.06860233456711548,0.08911338020274197,0.4540109751712176,0.5427385790882366,0.2671179753863886,-0.7144507364804504,0.35162901919110795
failure,-0.09501709787148883,-0.31580397433522295,0.32369442609583415,-0.20253291160994571,0.27243829879476866,0.5611797886761967,0.7548741867662118
failure,0.1269526286584873,0.33464608683674024,0.28611452049103764,0.23658666941824144,0.16328660006301418,-0.7882738944497776,0.5440482528438317
failure,0.31956284553108233,-0.24876562055068727,0.17817054341470945,-0.14438524078737078,0.04957378626179508,0.9347188314066096,0.320929973938716
failure,0.15480794395878422,-0.21829055849609189,0.3756083361612142,-0.37954734483015,0.196135556458799,0.8032329564603495,0.4150800816480438
failure,0.2226218045685849,-0.1619897042379122,0.36483770718763386,-0.39307289838423015,0.12787389020279155,0.8659041982534391,0.2816946648541537
failure,-0.033576269656704814,0.0523171314406463,0.4684295990128176,0.31316951221744366,0.5731038267462668,-0.36313334205797093,0.6645382128004996
failure,0.23651350357515205,0.29289053064521403,0.24729935702452777,0.21567376996708415,0.10305277018794719,-0.876134487319097,0.4186326690965224
failure,0.21002638487581157,0.26894335013335036,0.2921865683902056,0.2729842355202646,0.13318045065603043,-0.8562848402626764,0.41775452966640136
failure,-0.0048971215230207065,0.14687150949095332,0.4468914254463723,0.39718480194175837,0.41064881716022233,-0.5705979709254508,0.5899404526281911
failure,0.0926635912456465,0.20153005495129253,0.38452637328254413,0.39820693906545773,0.2551882323423848,-0.7418282688645881,0.475395644981584
failure,0.044670552114579404,-0.08058725945520812,0.45758011505145296,-0.5379146725748831,0.3168549090913849,0.6730927724028338,0.3964806317494127
failure,0.2666004016176544,-0.060938513693200656,0.3755687312616326,-0.419716790447661,0.04735793670987597,0.9007033702203567,0.10162913224360703
failure,-0.31880749312437223,0.21328826194705658,0.20939150629200937,0.056847360276120966,0.18720493085990084,-0.284947294776734,0.9383643912099381
failure,-0.17270406902634078,-0.2906576717800494,0.27513336183822484,-0.14318876142456663,0.25163884166952655,0.47338120174002524,0.8319165281469572
failure,0.22774033487709466,-0.1517164292565181,0.36004340972533216,-0.39363301885809204,0.11911032838614521,0.872451329421528,0.26399707181523424
