Result,PosX,PosY,PosZ,AngX,AngY,AngZ,AngW
success,0.004250485929068025,0.0004249678472222295,0.5133344889111617,0.4979316767956232,-0.5025162720872226,-0.5020598024573361,-0.4974710004488304
success,0.0033868595326570303,-0.0023421064235844193,0.48357720830738493,-0.4966858932600034,0.5006020547145589,0.5032922843005994,0.4993972194711933
success,0.012464815808314279,-0.042619357809097286,0.47429760949088823,-0.466616510919929,0.48201654326387294,0.5312899695429147,0.5173587266297416
failure,0.099508535760709,0.057935151194447344,0.49494989836227476,0.5910081667645655,0.15951335824739715,-0.7634195199334901,0.20604725657660397
failure,0.11535513131138354,-0.13366674629908032,0.4380237884388414,-0.49208454346821373,0.22532312702937937,0.7645429522703355,0.3500805116528788
failure,0.18084293210214242,-0.2046373350433511,0.4272823843242278,-0.4145963516205638,0.18690217381922083,0.8119171246486944,0.3660164277006761
failure,-0.2294395203032592,0.088971954103612,0.379569513490699,0.08242186206740386,0.4405177995070705,-0.16440749393486245,0.8787040917788244
success,-0.03644676987515267,0.36754410991441255,0.20736761546400767,0.1342825119052166,0.14825697099111998,-0.6577451692273887,0.7261951321146386
success,-0.033111929168760657,0.02023666652450645,0.5181240693093818,-0.5276043919682966,0.4930726861912839,0.4707797845869806,0.5068326411470672
failure,-0.20901199352667252,-0.2670630096500478,0.3377930419124661,-0.15094751212165836,0.30981662623381473,0.4111630886983093,0.8439036800402312
failure,-0.26924154265161604,0.14484708745083308,0.3216304030169102,0.08678768779230606,0.34450518020399645,-0.2283511007520786,0.9064435188392002
failure,-0.04541187011502758,0.15049912219859402,0.4642612126322969,0.33868313883419143,0.4559603836844451,-0.490769867104398,0.6607108274593999
success,-0.02107243831181087,0.018444860985178845,0.4500622517762245,-0.5240403327433113,0.4983433662293565,0.47474385689367354,0.501651162995953
failure,-0.27322441068333625,0.11097068809992797,0.35725976945021964,0.07517594803258178,0.3848700934834412,-0.1763504674948394,0.902842234609016
failure,0.1524592331610195,-0.06636441912431769,0.4393970153124385,-0.5394717833204477,0.11232399507803673,0.8169575511186675,0.17009960258905724
failure,-0.23375556730665162,0.284095307950248,0.22178603569335803,0.09252283177102522,0.19594499179436076,-0.4168358984196755,0.8827756904108996
success,-0.2474867990477589,0.05164996152094275,0.36447905488597415,0.04437388541980815,0.4298262854065667,-0.09260886164396714,0.8970529089253046
success,-0.04067805274402694,0.03213321520920643,0.5014817537479689,-0.5385011288727153,0.4952050244014262,0.45827560943477175,0.5047494267530996
failure,-0.13137996282974024,0.1657622104768762,0.46469284585589987,0.22733205313768776,0.4702555006675966,-0.37114484025170236,0.7677443645267675
failure,-0.3890469381324361,-0.09203667818781493,0.16827366789556036,-0.016609604534256073,0.14235836676271507,0.11469201287475062,0.9830076086341377
failure,-0.34758286856394577,-0.13361783702779337,0.22745056663592617,-0.04023915575511608,0.21681788259787219,0.17798167202627624,0.9590064340517335
failure,0.14475890930645305,-0.1979444442802823,0.4141736906532275,-0.4189379184812731,0.2126386035738339,0.7871732841136819,0.3995423200443585
failure,0.22620878922976537,0.21919871879296512,0.3847854808962876,0.36769309861599947,0.14892476904661148,-0.8508085133268481,0.3445984214199725
failure,0.0435790346430333,-0.4031245403901691,0.1973571360066092,-0.12903985523627412,0.11584204841119895,0.7328623359455895,0.6579073887203829
success,-0.04136612973894512,-0.061016632985235665,0.4866439789289795,-0.30240530779493646,0.570364624608891,0.35773858073058323,0.6747283399036064
failure,-0.2063238761267064,0.06392718686625924,0.4443558480510835,0.07628586496418528,0.5039699674620789,-0.12876359721425873,0.8506554383152919
failure,0.12734803194911312,-0.22122057972832082,0.41266294519141455,-0.3988049159667164,0.23058736534912194,0.7683784153453762,0.44427324561969694
success,0.01647924009501713,0.019982204525835937,0.47447676256877097,0.5020462477836567,-0.5209852575771616,-0.49794534347290714,-0.47809451093613103
failure,0.059265037938643114,0.015053913838240961,0.4660884113049641,0.6486342540787309,0.08109220709580361,-0.7509222057210101,0.09388023934328715
success,-0.05043363759341425,0.39421902593061564,0.18127488613838083,0.1049467219254568,0.11922821355046041,-0.652331812027119,0.7411032489930687
failure,0.3519254118175082,-0.015389555843965808,0.3238586422038118,-0.3243563055030925,0.007088597767695197,0.9456826118015009,0.02066728328455563
failure,0.1609950768244315,-0.2569590117665508,0.32836600267509314,-0.317472206802973,0.1757286773532311,0.8152790303865918,0.4512770019347686
failure,0.11801116771407373,0.09180164312690636,0.4797282136884389,0.5480262644007298,0.18805660320785417,-0.7709206967084459,0.2645433932334533
success,-0.0038993276893163537,-0.0010828671284129074,0.5142759269434182,-0.5015142576334154,0.4973101101264484,0.4984811424621862,0.5026754960867079
failure,0.20566805919761227,-0.15310334129402978,0.4305498285564076,-0.44586146357750717,0.14773399662289316,0.8380210567912265,0.2776741433998964
failure,0.3269921433975909,-0.03850388678170627,0.33812143900955,-0.3511441627678209,0.0206027434714291,0.9344875845819263,0.05482935507348034
failure,-0.2985788841777986,-0.19458494492042513,0.29165740882301794,-0.08359716697700464,0.28138561623307645,0.2722427235456625,0.9163610359061491
failure,-0.32231664828649975,-0.17786819553297709,0.2924222986996607,-0.07161430113663869,0.27799450717684293,0.23896561662783466,0.9276237814555499
success,-0.18111314980831855,0.18313251279581602,0.3602147471216931,0.16371777953276462,0.3921714149901412,-0.3487242271658227,0.8353379455747783
failure,0.1455894474286007,-0.2709466894090252,0.3499982389156036,-0.32349749837432146,0.1934147426830364,0.7949936656518203,0.47531587121817476
failure,-0.0839406337041998,0.15895627891694813,0.4389557058432844,0.27812618247925425,0.4613950567169714,-0.4349300888453167,0.7215235589179776
failure,0.16192627143734023,-0.09787184739642842,0.4612306760994709,-0.5196454905720913,0.14484178164507508,0.8110967353376068,0.22607854463138954
failure,-0.08772028369221897,0.20990660536929343,0.4214284966156745,0.2708779747617669,0.40678026055669403,-0.48356192765630956,0.7261699556795956
failure,-0.20739730365516282,0.36083146043451236,0.18356608230311489,0.07745366348110237,0.1338547803028957,-0.4948113888809763,0.8551289477249024
success,-0.023682594575315016,-0.0349634020719626,0.4644988503128297,-0.4932193365130927,0.4635134144301442,0.5066899309139511,0.5339993582798667
failure,0.21945570508243673,0.28320620808511354,0.24047606198411092,0.21720161409113534,0.1064717779245696,-0.8712542189026322,0.42708699978593473
failure,0.2443090614726224,-0.189737035369073,0.3350615049243293,-0.34410607611156235,0.11792752337673293,0.8811851257938798,0.3019882144934767
failure,-0.023393841752968294,-0.12460084682332988,0.4786276058554177,-0.38215867894249606,0.4605863150596602,0.5115580840780337,0.6165414155619241
failure,0.01620094708640692,0.20558689591061752,0.45289165687294597,0.3831204436992854,0.35411699217742365,-0.6264971287716934,0.579069278335245
failure,-0.0068293829947253006,0.12001151450705572,0.48596861907407357,0.41607830980229615,0.44042883767975477,-0.5463256958655479,0.57829880951732
failure,-0.10062957551230428,0.24745968826564338,0.4024956112010652,0.24841078501129646,0.36918087640660974,-0.49994439405963753,0.7430028029786031
failure,0.1972740856729955,-0.0075174857025985115,0.4217563089859172,-0.5151685388406754,0.009812153458564095,0.8568773186894476,0.016320507003522687
failure,-0.16798836119355234,0.04704017630160622,0.44991216327358396,0.07454993993678302,0.5427014776279093,-0.11385452586640102,0.8288272193742451
failure,-0.36142050051612445,0.18651359051715471,0.1897263759752913,0.038863943179143316,0.16005555294182977,-0.23273639072848556,0.9584913073803701
failure,0.08800737314512787,0.18728241831194808,0.4278739816587256,0.43032266931232577,0.27325084123920856,-0.7262730643237808,0.46117655412620995
failure,-0.17468091908201705,-0.2792207179411525,0.31521106220151973,-0.16112660085060143,0.2908606081142247,0.45700700837165537,0.8249744962390924
failure,-0.0874361118569783,-0.25050328580272513,0.4065773494867667,-0.25991392233128385,0.3660125055173183,0.5173708380602622,0.728565038076989
failure,-0.23475332170846125,-0.12242329291778543,0.4293129037736467,-0.1100722904081162,0.44911641811418146,0.21106340621721373,0.8611798722802261
failure,0.0506108825307143,-0.12829013286090332,0.44262369666302964,-0.4780039387480414,0.3252818448469734,0.6745380074809642,0.45902334626674374
success,-0.09453955584926894,-0.03007613063867792,0.49121918483978294,-0.09583429263452801,0.6173565318156603,0.1197753994818859,0.7715831482469884
success,-0.04879638577001556,-0.04792930042582461,0.48397924100917405,-0.2459503848953391,0.6013865767313412,0.28774982986171627,0.7035926583697036
failure,0.2901759798927877,-0.24858425326464892,0.1815685265628595,-0.15480658830319127,0.05724255274610551,0.9250688874337645,0.34206105284743094
failure,0.08460902502355296,0.18030436066595779,0.43175664857937296,0.4375393375039803,0.2779997123160978,-0.7217785504378845,0.45859700415128213
failure,0.3289771851006357,0.22966647316335306,0.21392383653627878,0.1838433519988719,0.057824108101396134,-0.9360442394180822,0.2944132746672964
success,0.03477945192542616,0.030582896852699736,0.46543761627956537,0.49741974641873604,-0.5376127861453885,-0.502567006351114,-0.4593174198449179
failure,-0.04418204553806241,0.3165951521370936,0.3502447963261254,0.24167687882151348,0.2777458086278471,-0.6103155730591391,0.7014017773817298
failure,-0.07591347551733918,0.12041826360510961,0.49049768768304963,0.28425249716187656,0.515219433853651,-0.3905842472520783,0.7079501385233906
success,-0.08659936419300591,0.01879606429732018,0.4913518237028427,0.06759167455596826,0.6300829400222002,-0.08251186656618464,0.7691675019782522
success,-0.018878742754041646,-0.015099717017095289,0.5091059154914108,-0.5020576703892157,0.48117565751018154,0.4979338265305476,0.5181408945640604
success,-0.15331762814018216,-0.1619937851766383,0.38945514908414636,-0.1877140701728499,0.4361169045676917,0.3479490682752662,0.8083915631028142
success,0.045311671703193813,0.026422812127486397,0.4624552892456069,0.488413170877619,-0.541329616231735,-0.5113243339733302,-0.4549310349826692
success,-0.04043074422662299,0.0121883459476357,0.44924752743727964,-0.5317212857700887,0.48205260174888354,0.46612495562778417,0.5173251290505154
success,0.03690101251667072,-0.26792120013715237,0.3459431660162122,-0.30405631970703756,0.26504877949766203,0.6897616566000428,0.6012717821562694
success,-0.023938033846502244,0.027626446210255007,0.46240571988649515,-0.5301964152562434,0.5021943341017292,0.4678586979520943,0.49779599314992584
success,0.01783653537951554,-0.014665312230459596,0.4997943778079692,-0.481627776293697,0.5017635606413907,0.5177206631982043,0.4982301970098496
success,-0.17922922303947206,0.0492570706942725,0.40713980886885237,0.06936572437070279,0.5141534404649164,-0.11429964967393741,0.8472132116681329
success,-0.015164734934342505,-0.03417088158169007,0.47348986601888116,-0.4887088924617621,0.4701077079513677,0.5110416993052497,0.5282033158971196
success,0.013965312214622992,-0.007629706455601597,0.5019241930763683,-0.48791726854577705,0.5034924390578472,0.5117975567104904,0.49648299448377936
success,0.048203370344557926,0.013756376865671611,0.44748039049205607,0.4779560500273864,-0.5372165507840987,-0.5211122856373841,-0.4597807929477219
success,7.704563376121546e-05,0.0005126174664107967,0.46160220507369915,-0.4999532598866805,0.5000467357444516,0.4999532598866805,0.5000467357444516
success,0.0865519333591275,0.16450449425330207,0.4216272810712832,0.4499936001536659,0.2717185374055637,-0.7282287348143631,0.4397245797560058
success,-0.0018339110455531152,-0.0018301831592731199,0.48705423920295915,-0.5000021415673189,0.4978997313190288,0.4999978584235095,0.5020914832502519
success,0.14874278045435863,0.30912312691194177,0.259961830024726,0.2295891020588781,0.14431215420616142,-0.8149141622283099,0.512228225075412
success,-0.03587744708906507,-0.03221202708152962,0.5131671320849504,-0.5020154082306838,0.46205744206215693,0.49797643508401024,0.5352596755173856
success,-0.2352730285900346,0.02755459112126869,0.3846064106568219,0.02676790044993689,0.4586740024164075,-0.051746777193537125,0.8866926807315476
success,-0.0634225433918679,-0.0036345262605368142,0.5014794832441966,-0.5317923939414646,0.46178971434879834,0.4660438281385198,0.5354906719277706
success,-0.02487185721409888,0.03939565278132726,0.513704381603411,-0.5333339065349676,0.5077014367804499,0.46427895078298637,0.4921780684783372
success,0.0001937004789737783,-0.35205265992189316,0.24908260009303052,-0.18000724423303444,0.1799082309282235,0.6840120565838331,0.6836358145356788
success,-0.017961708837891097,-0.006169989613143424,0.49401920545071687,-0.5065925046774098,0.48623879704309664,0.4933194038396107,0.5133924738931047
success,-0.040203690359257416,0.009087556947324616,0.461472808086158,-0.5289356173962214,0.48079389154006,0.4692836164300626,0.5184951628103827
success,-0.056087969284827545,-0.058512814376959564,0.492590554326155,-0.2512596573676954,0.5888970778514669,0.3014523104410185,0.7065375579594078
success,-0.04937558287224247,-0.015979255356163315,0.481798039826793,-0.5188997308282676,0.4609675269860492,0.4803572309712343,0.5361986003938893
success,-0.3574112047101445,0.02700088110213133,0.23192124334711028,0.008770340270530839,0.23251714958022235,-0.0366577578223691,0.9718616491425435
success,0.21094506705026903,0.0040720324016549,0.39408880050674616,0.48848193170980464,0.00471432921483329,-0.8725206413937052,0.00842067901236328
success,0.04611558791741096,0.008655109218105571,0.5136694664056827,0.4794601112176801,-0.5285435303705875,-0.5197287771050684,-0.4697251712473964
success,-0.03401250145987821,-0.06538276435487049,0.47675882742854514,-0.33423849414936535,0.5506315708450669,0.3969085070907485,0.6538754768428404
success,-0.013407926585819449,0.031220656312102232,0.5139508964050503,-0.5234280107564916,0.5094759583121002,0.475418886410187,0.4903409506679685
